"type","word1","word2","response","catch.trial.string","subj","exposures","coherence","trial"
"cross","thite","pif",4,"","s1174",196,"0/3",6
"within","jiv","dex",1,"","s1174",196,"0/3",7
"cross","wug","pif",3,"","s1174",196,"0/3",8
"cross","moke","dex",2,"","s1174",196,"0/3",9
"cross","thite","jiv",4,"","s1174",196,"0/3",10
"cross","moke","pif",4,"","s1174",196,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1174",196,"0/3",12
"cross","wug","jiv",4,"","s1174",196,"0/3",13
"cross","thite","dex",1,"","s1174",196,"0/3",14
"within","moke","wug",2,"","s1174",196,"0/3",15
"within","jiv","pif",3,"","s1174",196,"0/3",16
"within","thite","wug",2,"","s1174",196,"0/3",17
"within","wug","thite",4,"","s1175",56,"onset",1
"within","pif","jiv",3,"","s1175",56,"onset",2
"cross","dex","wug",4,"","s1175",56,"onset",3
"cross","jiv","moke",2,"","s1175",56,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s1175",56,"onset",5
"cross","pif","thite",5,"","s1175",56,"onset",6
"within","moke","wug",5,"","s1175",56,"onset",7
"cross","dex","thite",3,"","s1175",56,"onset",8
"cross","jiv","wug",1,"","s1175",56,"onset",9
"cross","pif","moke",2,"","s1175",56,"onset",10
"cross","jiv","thite",4,"","s1175",56,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s1175",56,"onset",12
"cross","dex","moke",2,"","s1175",56,"onset",13
"cross","pif","wug",4,"","s1175",56,"onset",14
"within","jiv","dex",3,"","s1175",56,"onset",15
"within","moke","thite",2,"","s1175",56,"onset",16
"within","pif","dex",4,"","s1175",56,"onset",17
"within","thite","wug",2,"","s1176",196,"1/3",1
"within","moke","dex",2,"","s1176",196,"1/3",2
"cross","jiv","thite",3,"","s1176",196,"1/3",3
"cross","dex","pif",4,"","s1176",196,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1176",196,"1/3",5
"cross","moke","wug",2,"","s1176",196,"1/3",6
"within","pif","thite",4,"","s1176",196,"1/3",7
"cross","jiv","wug",3,"","s1176",196,"1/3",8
"cross","dex","thite",2,"","s1176",196,"1/3",9
"cross","moke","pif",2,"","s1176",196,"1/3",10
"cross","dex","wug",2,"","s1176",196,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1176",196,"1/3",12
"cross","jiv","pif",3,"","s1176",196,"1/3",13
"cross","moke","thite",2,"","s1176",196,"1/3",14
"within","dex","jiv",4,"","s1176",196,"1/3",15
"within","pif","wug",4,"","s1176",196,"1/3",16
"within","moke","jiv",3,"","s1176",196,"1/3",17
"within","wug","moke",3,"","s1177",56,"onset",1
"within","thite","pif",2,"","s1177",56,"onset",2
"cross","jiv","wug",4,"","s1177",56,"onset",3
"cross","pif","dex",4,"","s1177",56,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s1177",56,"onset",5
"cross","thite","moke",2,"","s1177",56,"onset",6
"within","dex","wug",2,"","s1177",56,"onset",7
"cross","jiv","moke",2,"","s1177",56,"onset",8
"cross","pif","wug",2,"","s1177",56,"onset",9
"cross","thite","dex",2,"","s1177",56,"onset",10
"cross","pif","moke",2,"","s1177",56,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s1177",56,"onset",12
"cross","jiv","dex",2,"","s1177",56,"onset",13
"cross","thite","wug",2,"","s1177",56,"onset",14
"within","pif","jiv",2,"","s1177",56,"onset",15
"within","dex","moke",3,"","s1177",56,"onset",16
"within","thite","jiv",3,"","s1177",56,"onset",17
"within","thite","moke",2,"","s1178",56,"rime",1
"within","dex","pif",4,"","s1178",56,"rime",2
"cross","jeev","thite",4,"","s1178",56,"rime",3
"cross","pif","wug",4,"","s1178",56,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s1178",56,"rime",5
"cross","dex","moke",4,"","s1178",56,"rime",6
"within","wug","thite",4,"","s1178",56,"rime",7
"cross","jeev","moke",4,"","s1178",56,"rime",8
"cross","pif","thite",2,"","s1178",56,"rime",9
"cross","dex","wug",4,"","s1178",56,"rime",10
"cross","pif","moke",2,"","s1178",56,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s1178",56,"rime",12
"cross","jeev","wug",2,"","s1178",56,"rime",13
"cross","dex","thite",4,"","s1178",56,"rime",14
"within","pif","jeev",4,"","s1178",56,"rime",15
"within","wug","moke",3,"","s1178",56,"rime",16
"within","dex","jeev",4,"","s1178",56,"rime",17
"within","dex","moke",4,"","s1179",392,"2/3",1
"within","thite","wug",3,"","s1179",392,"2/3",2
"cross","pif","dex",1,"","s1179",392,"2/3",3
"cross","wug","jiv",4,"","s1179",392,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1179",392,"2/3",5
"cross","thite","moke",2,"","s1179",392,"2/3",6
"within","jiv","dex",5,"","s1179",392,"2/3",7
"cross","pif","moke",3,"","s1179",392,"2/3",8
"cross","wug","dex",4,"","s1179",392,"2/3",9
"cross","thite","jiv",4,"","s1179",392,"2/3",10
"cross","wug","moke",3,"","s1179",392,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1179",392,"2/3",12
"cross","pif","jiv",4,"","s1179",392,"2/3",13
"cross","thite","dex",3,"","s1179",392,"2/3",14
"within","wug","pif",5,"","s1179",392,"2/3",15
"within","jiv","moke",4,"","s1179",392,"2/3",16
"within","thite","pif",3,"","s1179",392,"2/3",17
"within","pif","dex",2,"","s1180",196,"syllables",1
"within","jeev","wug",3,"","s1180",196,"syllables",2
"cross","moke","pif",1,"","s1180",196,"syllables",3
"cross","wug","thite",2,"","s1180",196,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1180",196,"syllables",5
"cross","jeev","dex",2,"","s1180",196,"syllables",6
"within","thite","pif",1,"","s1180",196,"syllables",7
"cross","moke","dex",1,"","s1180",196,"syllables",8
"cross","wug","pif",3,"","s1180",196,"syllables",9
"cross","jeev","thite",1,"","s1180",196,"syllables",10
"cross","wug","dex",2,"","s1180",196,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1180",196,"syllables",12
"cross","moke","thite",1,"","s1180",196,"syllables",13
"cross","jeev","pif",3,"","s1180",196,"syllables",14
"within","wug","moke",2,"","s1180",196,"syllables",15
"within","thite","dex",1,"","s1180",196,"syllables",16
"within","jeev","moke",2,"","s1180",196,"syllables",17
"within","dex","thite",4,"","s1181",196,"0/3",1
"within","jiv","wug",2,"","s1181",196,"0/3",2
"cross","moke","dex",3,"","s1181",196,"0/3",3
"cross","wug","pif",4,"","s1181",196,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1181",196,"0/3",5
"cross","jiv","thite",4,"","s1181",196,"0/3",6
"within","pif","dex",2,"","s1181",196,"0/3",7
"cross","moke","thite",5,"","s1181",196,"0/3",8
"cross","wug","dex",3,"","s1181",196,"0/3",9
"cross","jiv","pif",4,"","s1181",196,"0/3",10
"cross","wug","thite",5,"","s1181",196,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1181",196,"0/3",12
"cross","moke","pif",2,"","s1181",196,"0/3",13
"cross","jiv","dex",2,"","s1181",196,"0/3",14
"within","wug","moke",3,"","s1181",196,"0/3",15
"within","pif","thite",4,"","s1181",196,"0/3",16
"within","jiv","moke",2,"","s1181",196,"0/3",17
"within","wug","jeev",1,"","s1182",392,"syllables",1
"within","dex","pif",1,"","s1182",392,"syllables",2
"cross","moke","wug",1,"","s1182",392,"syllables",3
"cross","pif","thite",3,"","s1182",392,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1182",392,"syllables",5
"cross","dex","jeev",3,"","s1182",392,"syllables",6
"within","thite","wug",1,"","s1182",392,"syllables",7
"cross","moke","jeev",2,"","s1182",392,"syllables",8
"cross","pif","wug",2,"","s1182",392,"syllables",9
"cross","dex","thite",2,"","s1182",392,"syllables",10
"cross","pif","jeev",2,"","s1182",392,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1182",392,"syllables",12
"cross","moke","thite",2,"","s1182",392,"syllables",13
"cross","dex","wug",1,"","s1182",392,"syllables",14
"within","pif","moke",1,"","s1182",392,"syllables",15
"within","thite","jeev",1,"","s1182",392,"syllables",16
"within","dex","moke",1,"","s1182",392,"syllables",17
"within","dex","wug",3,"","s1183",392,"semantic.baseline",1
"within","pif","moke",3,"","s1183",392,"semantic.baseline",2
"cross","jiv","dex",3,"","s1183",392,"semantic.baseline",3
"cross","moke","thite",3,"","s1183",392,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1183",392,"semantic.baseline",5
"cross","pif","wug",3,"","s1183",392,"semantic.baseline",6
"within","thite","dex",3,"","s1183",392,"semantic.baseline",7
"cross","jiv","wug",2,"","s1183",392,"semantic.baseline",8
"cross","moke","dex",4,"","s1183",392,"semantic.baseline",9
"cross","pif","thite",4,"","s1183",392,"semantic.baseline",10
"cross","moke","wug",3,"","s1183",392,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1183",392,"semantic.baseline",12
"cross","jiv","thite",3,"","s1183",392,"semantic.baseline",13
"cross","pif","dex",3,"","s1183",392,"semantic.baseline",14
"within","moke","jiv",2,"","s1183",392,"semantic.baseline",15
"within","thite","wug",2,"","s1183",392,"semantic.baseline",16
"within","pif","jiv",2,"","s1183",392,"semantic.baseline",17
"within","moke","dex",1,"","s1184",56,"0/3",1
"within","pif","thite",2,"","s1184",56,"0/3",2
"cross","wug","moke",5,"","s1184",56,"0/3",3
"cross","thite","jeev",2,"","s1184",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1184",56,"0/3",5
"cross","pif","dex",4,"","s1184",56,"0/3",6
"within","jeev","moke",3,"","s1184",56,"0/3",7
"cross","wug","dex",4,"","s1184",56,"0/3",8
"cross","thite","moke",4,"","s1184",56,"0/3",9
"cross","pif","jeev",4,"","s1184",56,"0/3",10
"cross","thite","dex",2,"","s1184",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1184",56,"0/3",12
"cross","wug","jeev",3,"","s1184",56,"0/3",13
"cross","pif","moke",4,"","s1184",56,"0/3",14
"within","thite","wug",4,"","s1184",56,"0/3",15
"within","jeev","dex",3,"","s1184",56,"0/3",16
"within","pif","wug",4,"","s1184",56,"0/3",17
"within","jiv","pif",2,"","s1185",392,"3/3",1
"within","dex","moke",1,"","s1185",392,"3/3",2
"cross","wug","jiv",2,"","s1185",392,"3/3",3
"cross","moke","thite",1,"","s1185",392,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1185",392,"3/3",5
"cross","dex","pif",3,"","s1185",392,"3/3",6
"within","thite","jiv",3,"","s1185",392,"3/3",7
"cross","wug","pif",2,"","s1185",392,"3/3",8
"cross","moke","jiv",1,"","s1185",392,"3/3",9
"cross","dex","thite",3,"","s1185",392,"3/3",10
"cross","moke","pif",1,"","s1185",392,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1185",392,"3/3",12
"cross","wug","thite",2,"","s1185",392,"3/3",13
"cross","dex","jiv",3,"","s1185",392,"3/3",14
"within","moke","wug",1,"","s1185",392,"3/3",15
"within","thite","pif",2,"","s1185",392,"3/3",16
"within","dex","wug",1,"","s1185",392,"3/3",17
"within","pif","wug",1,"","s1186",392,"3/3",1
"within","dex","thite",1,"","s1186",392,"3/3",2
"cross","jiv","pif",5,"","s1186",392,"3/3",3
"cross","thite","moke",1,"","s1186",392,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1186",392,"3/3",5
"cross","dex","wug",1,"","s1186",392,"3/3",6
"within","moke","pif",1,"","s1186",392,"3/3",7
"cross","jiv","wug",1,"","s1186",392,"3/3",8
"cross","thite","pif",5,"","s1186",392,"3/3",9
"cross","dex","moke",1,"","s1186",392,"3/3",10
"cross","thite","wug",5,"","s1186",392,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1186",392,"3/3",12
"cross","jiv","moke",1,"","s1186",392,"3/3",13
"cross","dex","pif",1,"","s1186",392,"3/3",14
"within","thite","jiv",5,"","s1186",392,"3/3",15
"within","moke","wug",5,"","s1186",392,"3/3",16
"within","dex","jiv",1,"","s1186",392,"3/3",17
"within","jiv","moke",2,"","s1187",392,"0/3",1
"within","pif","wug",3,"","s1187",392,"0/3",2
"cross","thite","jiv",2,"","s1187",392,"0/3",3
"cross","wug","dex",4,"","s1187",392,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1187",392,"0/3",5
"cross","pif","moke",2,"","s1187",392,"0/3",6
"within","dex","jiv",2,"","s1187",392,"0/3",7
"cross","thite","moke",3,"","s1187",392,"0/3",8
"cross","wug","jiv",4,"","s1187",392,"0/3",9
"cross","pif","dex",4,"","s1187",392,"0/3",10
"cross","wug","moke",2,"","s1187",392,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1187",392,"0/3",12
"cross","thite","dex",2,"","s1187",392,"0/3",13
"cross","pif","jiv",4,"","s1187",392,"0/3",14
"within","wug","thite",4,"","s1187",392,"0/3",15
"within","dex","moke",3,"","s1187",392,"0/3",16
"within","pif","thite",2,"","s1187",392,"0/3",17
"within","moke","pif",4,"","s1188",56,"syllables",1
"within","dex","thite",3,"","s1188",56,"syllables",2
"cross","jeev","moke",3,"","s1188",56,"syllables",3
"cross","thite","wug",2,"","s1188",56,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1188",56,"syllables",5
"cross","dex","pif",4,"","s1188",56,"syllables",6
"within","wug","moke",4,"","s1188",56,"syllables",7
"cross","jeev","pif",2,"","s1188",56,"syllables",8
"cross","thite","moke",2,"","s1188",56,"syllables",9
"cross","dex","wug",2,"","s1188",56,"syllables",10
"cross","thite","pif",3,"","s1188",56,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1188",56,"syllables",12
"cross","jeev","wug",2,"","s1188",56,"syllables",13
"cross","dex","moke",2,"","s1188",56,"syllables",14
"within","thite","jeev",2,"","s1188",56,"syllables",15
"within","wug","pif",3,"","s1188",56,"syllables",16
"within","dex","jeev",2,"","s1188",56,"syllables",17
"within","wug","jeev",1,"","s1189",126,"nonce.connective",1
"within","moke","pif",1,"","s1189",126,"nonce.connective",2
"cross","dex","wug",3,"","s1189",126,"nonce.connective",3
"cross","pif","thite",4,"","s1189",126,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1189",126,"nonce.connective",5
"cross","moke","jeev",1,"","s1189",126,"nonce.connective",6
"within","thite","wug",1,"","s1189",126,"nonce.connective",7
"cross","dex","jeev",1,"","s1189",126,"nonce.connective",8
"cross","pif","wug",1,"","s1189",126,"nonce.connective",9
"cross","moke","thite",3,"","s1189",126,"nonce.connective",10
"cross","pif","jeev",1,"","s1189",126,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1189",126,"nonce.connective",12
"cross","dex","thite",3,"","s1189",126,"nonce.connective",13
"cross","moke","wug",2,"","s1189",126,"nonce.connective",14
"within","pif","dex",3,"","s1189",126,"nonce.connective",15
"within","thite","jeev",1,"","s1189",126,"nonce.connective",16
"within","moke","dex",5,"","s1189",126,"nonce.connective",17
"within","jiv","wug",4,"","s1190",392,"0/3",1
"within","dex","moke",3,"","s1190",392,"0/3",2
"cross","thite","jiv",2,"","s1190",392,"0/3",3
"cross","moke","pif",5,"","s1190",392,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1190",392,"0/3",5
"cross","dex","wug",2,"","s1190",392,"0/3",6
"within","pif","jiv",4,"","s1190",392,"0/3",7
"cross","thite","wug",5,"","s1190",392,"0/3",8
"cross","moke","jiv",1,"","s1190",392,"0/3",9
"cross","dex","pif",3,"","s1190",392,"0/3",10
"cross","moke","wug",4,"","s1190",392,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1190",392,"0/3",12
"cross","thite","pif",3,"","s1190",392,"0/3",13
"cross","dex","jiv",2,"","s1190",392,"0/3",14
"within","moke","thite",4,"","s1190",392,"0/3",15
"within","pif","wug",4,"","s1190",392,"0/3",16
"within","dex","thite",2,"","s1190",392,"0/3",17
"within","pif","dex",3,"","s1191",126,"0/3",1
"within","jiv","moke",1,"","s1191",126,"0/3",2
"cross","wug","pif",2,"","s1191",126,"0/3",3
"cross","moke","thite",3,"","s1191",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1191",126,"0/3",5
"cross","jiv","dex",2,"","s1191",126,"0/3",6
"within","thite","pif",4,"","s1191",126,"0/3",7
"cross","wug","dex",2,"","s1191",126,"0/3",8
"cross","moke","pif",1,"","s1191",126,"0/3",9
"cross","jiv","thite",4,"","s1191",126,"0/3",10
"cross","moke","dex",2,"","s1191",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1191",126,"0/3",12
"cross","wug","thite",4,"","s1191",126,"0/3",13
"cross","jiv","pif",1,"","s1191",126,"0/3",14
"within","moke","wug",3,"","s1191",126,"0/3",15
"within","thite","dex",4,"","s1191",126,"0/3",16
"within","jiv","wug",4,"","s1191",126,"0/3",17
"within","pif","wug",3,"","s1192",126,"2/3",1
"within","jiv","dex",2,"","s1192",126,"2/3",2
"cross","thite","pif",1,"","s1192",126,"2/3",3
"cross","dex","moke",4,"","s1192",126,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1192",126,"2/3",5
"cross","jiv","wug",2,"","s1192",126,"2/3",6
"within","moke","pif",1,"","s1192",126,"2/3",7
"cross","thite","wug",4,"","s1192",126,"2/3",8
"cross","dex","pif",3,"","s1192",126,"2/3",9
"cross","jiv","moke",4,"","s1192",126,"2/3",10
"cross","dex","wug",2,"","s1192",126,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1192",126,"2/3",12
"cross","thite","moke",5,"","s1192",126,"2/3",13
"cross","jiv","pif",4,"","s1192",126,"2/3",14
"within","dex","thite",3,"","s1192",126,"2/3",15
"within","moke","wug",4,"","s1192",126,"2/3",16
"within","jiv","thite",4,"","s1192",126,"2/3",17
"within","pif","moke",4,"","s1193",196,"0/3",1
"within","jiv","thite",2,"","s1193",196,"0/3",2
"cross","dex","pif",2,"","s1193",196,"0/3",3
"cross","thite","wug",1,"","s1193",196,"0/3",4
"cross","jiv","moke",4,"","s1193",196,"0/3",5
"within","wug","pif",4,"","s1193",196,"0/3",6
"cross","dex","moke",4,"","s1193",196,"0/3",7
"cross","thite","pif",2,"","s1193",196,"0/3",8
"cross","jiv","wug",1,"","s1193",196,"0/3",9
"cross","thite","moke",1,"","s1193",196,"0/3",10
"cross","dex","wug",3,"","s1193",196,"0/3",11
"cross","jiv","pif",4,"","s1193",196,"0/3",12
"within","thite","dex",4,"","s1193",196,"0/3",13
"within","wug","moke",1,"","s1193",196,"0/3",14
"within","jiv","dex",4,"","s1193",196,"0/3",15
"within","pif","moke",1,"","s1194",56,"0/3",1
"within","jeev","dex",1,"","s1194",56,"0/3",2
"cross","thite","pif",1,"","s1194",56,"0/3",3
"cross","dex","wug",1,"","s1194",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1194",56,"0/3",5
"cross","jeev","moke",1,"","s1194",56,"0/3",6
"within","wug","pif",1,"","s1194",56,"0/3",7
"cross","thite","moke",1,"","s1194",56,"0/3",8
"cross","dex","pif",1,"","s1194",56,"0/3",9
"cross","jeev","wug",1,"","s1194",56,"0/3",10
"cross","dex","moke",2,"","s1194",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1194",56,"0/3",12
"cross","thite","wug",2,"","s1194",56,"0/3",13
"cross","jeev","pif",1,"","s1194",56,"0/3",14
"within","dex","thite",1,"","s1194",56,"0/3",15
"within","wug","moke",3,"","s1194",56,"0/3",16
"within","jeev","thite",1,"","s1194",56,"0/3",17
"within","jiv","thite",3,"","s1195",56,"semantic.baseline",1
"within","pif","dex",3,"","s1195",56,"semantic.baseline",2
"cross","moke","jiv",4,"","s1195",56,"semantic.baseline",3
"cross","dex","wug",4,"","s1195",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1195",56,"semantic.baseline",5
"cross","pif","thite",3,"","s1195",56,"semantic.baseline",6
"within","wug","jiv",2,"","s1195",56,"semantic.baseline",7
"cross","moke","thite",3,"","s1195",56,"semantic.baseline",8
"cross","dex","jiv",3,"","s1195",56,"semantic.baseline",9
"cross","pif","wug",2,"","s1195",56,"semantic.baseline",10
"cross","dex","thite",4,"","s1195",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1195",56,"semantic.baseline",12
"cross","moke","wug",3,"","s1195",56,"semantic.baseline",13
"cross","pif","jiv",2,"","s1195",56,"semantic.baseline",14
"within","dex","moke",3,"","s1195",56,"semantic.baseline",15
"within","wug","thite",4,"","s1195",56,"semantic.baseline",16
"within","pif","moke",2,"","s1195",56,"semantic.baseline",17
"within","dex","pif",3,"","s1196",126,"rime",1
"within","wug","jeev",4,"","s1196",126,"rime",2
"cross","moke","dex",2,"","s1196",126,"rime",3
"cross","jeev","thite",4,"","s1196",126,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s1196",126,"rime",5
"cross","wug","pif",3,"","s1196",126,"rime",6
"within","thite","dex",4,"","s1196",126,"rime",7
"cross","moke","pif",4,"","s1196",126,"rime",8
"cross","jeev","dex",3,"","s1196",126,"rime",9
"cross","wug","thite",4,"","s1196",126,"rime",10
"cross","jeev","pif",3,"","s1196",126,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s1196",126,"rime",12
"cross","moke","thite",2,"","s1196",126,"rime",13
"cross","wug","dex",2,"","s1196",126,"rime",14
"within","jeev","moke",3,"","s1196",126,"rime",15
"within","thite","pif",3,"","s1196",126,"rime",16
"within","wug","moke",2,"","s1196",126,"rime",17
"within","wug","pif",3,"","s1197",56,"syllables",1
"within","thite","dex",2,"","s1197",56,"syllables",2
"cross","jeev","wug",3,"","s1197",56,"syllables",3
"cross","dex","moke",2,"","s1197",56,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1197",56,"syllables",5
"cross","thite","pif",4,"","s1197",56,"syllables",6
"within","moke","wug",3,"","s1197",56,"syllables",7
"cross","jeev","pif",2,"","s1197",56,"syllables",8
"cross","dex","wug",3,"","s1197",56,"syllables",9
"cross","thite","moke",4,"","s1197",56,"syllables",10
"cross","dex","pif",3,"","s1197",56,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1197",56,"syllables",12
"cross","jeev","moke",2,"","s1197",56,"syllables",13
"cross","thite","wug",3,"","s1197",56,"syllables",14
"within","dex","jeev",4,"","s1197",56,"syllables",15
"within","moke","pif",3,"","s1197",56,"syllables",16
"within","thite","jeev",2,"","s1197",56,"syllables",17
"within","pif","moke",1,"","s1198",56,"nonce.connective",1
"within","thite","wug",2,"","s1198",56,"nonce.connective",2
"cross","dex","pif",2,"","s1198",56,"nonce.connective",3
"cross","wug","jeev",2,"","s1198",56,"nonce.connective",4
"catch",NA,NA,2,"How much is five minus two?","s1198",56,"nonce.connective",5
"cross","thite","moke",2,"","s1198",56,"nonce.connective",6
"within","jeev","pif",4,"","s1198",56,"nonce.connective",7
"cross","dex","moke",2,"","s1198",56,"nonce.connective",8
"cross","wug","pif",2,"","s1198",56,"nonce.connective",9
"cross","thite","jeev",2,"","s1198",56,"nonce.connective",10
"cross","wug","moke",3,"","s1198",56,"nonce.connective",11
"catch",NA,NA,2,"How much is one plus zero?","s1198",56,"nonce.connective",12
"cross","dex","jeev",2,"","s1198",56,"nonce.connective",13
"cross","thite","pif",2,"","s1198",56,"nonce.connective",14
"within","wug","dex",2,"","s1198",56,"nonce.connective",15
"within","jeev","moke",2,"","s1198",56,"nonce.connective",16
"within","thite","dex",2,"","s1198",56,"nonce.connective",17
"within","dex","thite",4,"","s1199",126,"3/3",1
"within","pif","moke",3,"","s1199",126,"3/3",2
"cross","jiv","dex",1,"","s1199",126,"3/3",3
"cross","moke","wug",1,"","s1199",126,"3/3",4
"cross","pif","thite",1,"","s1199",126,"3/3",5
"within","wug","dex",4,"","s1199",126,"3/3",6
"cross","jiv","thite",1,"","s1199",126,"3/3",7
"cross","moke","dex",1,"","s1199",126,"3/3",8
"cross","pif","wug",1,"","s1199",126,"3/3",9
"cross","moke","thite",1,"","s1199",126,"3/3",10
"cross","jiv","wug",1,"","s1199",126,"3/3",11
"cross","pif","dex",2,"","s1199",126,"3/3",12
"within","moke","jiv",4,"","s1199",126,"3/3",13
"within","wug","thite",5,"","s1199",126,"3/3",14
"within","pif","jiv",4,"","s1199",126,"3/3",15
"within","wug","moke",1,"","s1200",392,"0/3",1
"within","jiv","pif",2,"","s1200",392,"0/3",2
"cross","thite","wug",3,"","s1200",392,"0/3",3
"cross","pif","dex",5,"","s1200",392,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1200",392,"0/3",5
"cross","jiv","moke",4,"","s1200",392,"0/3",6
"within","dex","wug",5,"","s1200",392,"0/3",7
"cross","thite","moke",2,"","s1200",392,"0/3",8
"cross","pif","wug",4,"","s1200",392,"0/3",9
"cross","jiv","dex",3,"","s1200",392,"0/3",10
"cross","pif","moke",4,"","s1200",392,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1200",392,"0/3",12
"cross","thite","dex",2,"","s1200",392,"0/3",13
"cross","jiv","wug",3,"","s1200",392,"0/3",14
"within","pif","thite",3,"","s1200",392,"0/3",15
"within","dex","moke",5,"","s1200",392,"0/3",16
"within","jiv","thite",3,"","s1200",392,"0/3",17
"within","moke","pif",4,"","s1201",196,"2/3",1
"within","wug","dex",2,"","s1201",196,"2/3",2
"cross","jiv","moke",4,"","s1201",196,"2/3",3
"cross","dex","thite",3,"","s1201",196,"2/3",4
"catch",NA,NA,4,"How much is five minus two?","s1201",196,"2/3",5
"cross","wug","pif",2,"","s1201",196,"2/3",6
"within","thite","moke",5,"","s1201",196,"2/3",7
"cross","jiv","pif",2,"","s1201",196,"2/3",8
"cross","dex","moke",4,"","s1201",196,"2/3",9
"cross","wug","thite",2,"","s1201",196,"2/3",10
"cross","dex","pif",4,"","s1201",196,"2/3",11
"catch",NA,NA,4,"How much is one plus zero?","s1201",196,"2/3",12
"cross","jiv","thite",2,"","s1201",196,"2/3",13
"cross","wug","moke",3,"","s1201",196,"2/3",14
"within","dex","jiv",5,"","s1201",196,"2/3",15
"within","thite","pif",3,"","s1201",196,"2/3",16
"within","wug","jiv",2,"","s1201",196,"2/3",17
"within","wug","moke",1,"","s1202",126,"semantic.baseline",1
"within","jiv","dex",1,"","s1202",126,"semantic.baseline",2
"cross","pif","wug",1,"","s1202",126,"semantic.baseline",3
"cross","dex","thite",1,"","s1202",126,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1202",126,"semantic.baseline",5
"cross","jiv","moke",1,"","s1202",126,"semantic.baseline",6
"within","thite","wug",1,"","s1202",126,"semantic.baseline",7
"cross","pif","moke",2,"","s1202",126,"semantic.baseline",8
"cross","dex","wug",1,"","s1202",126,"semantic.baseline",9
"cross","jiv","thite",1,"","s1202",126,"semantic.baseline",10
"cross","dex","moke",2,"","s1202",126,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1202",126,"semantic.baseline",12
"cross","pif","thite",2,"","s1202",126,"semantic.baseline",13
"cross","jiv","wug",2,"","s1202",126,"semantic.baseline",14
"within","dex","pif",2,"","s1202",126,"semantic.baseline",15
"within","thite","moke",3,"","s1202",126,"semantic.baseline",16
"within","jiv","pif",3,"","s1202",126,"semantic.baseline",17
"within","jeev","moke",5,"","s1203",126,"nonce.connective",1
"within","thite","pif",5,"","s1203",126,"nonce.connective",2
"cross","wug","jeev",5,"","s1203",126,"nonce.connective",3
"cross","pif","dex",1,"","s1203",126,"nonce.connective",4
"catch",NA,NA,1,"How much is five minus two?","s1203",126,"nonce.connective",5
"cross","thite","moke",1,"","s1203",126,"nonce.connective",6
"within","dex","jeev",1,"","s1203",126,"nonce.connective",7
