"animal","vehicle","animalFirst","cluster","response","match","subj","exposures","coherence","word"
"mouse","bicycle",0,"t2","bicycle",1,"s1319",392,"2/3","jiv"
"horse","motorcycle",1,"t2","motorcycle",1,"s1319",392,"2/3","dex"
"sheep","train",0,"t1","sheep",1,"s1319",392,"2/3","pif"
"rabbit","plane",1,"t2","plane",1,"s1319",392,"2/3","moke"
"horse","boat",1,"t2","boat",1,"s1320",56,"2/3","wug"
"bear","plane",1,"t2","plane",1,"s1320",56,"2/3","pif"
"sheep","train",0,"t1","sheep",1,"s1320",56,"2/3","dex"
"rabbit","bicycle",0,"t2","bicycle",1,"s1320",56,"2/3","moke"
"mouse","van",0,"t1","mouse",1,"s1320",56,"2/3","thite"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1320",56,"2/3","jiv"
"sheep","van",0,"t1","van",0,"s1321",196,"0/3","jeev"
"rabbit","plane",1,"t1","plane",0,"s1321",196,"0/3","wug"
"mouse","boat",0,"t2","mouse",0,"s1321",196,"0/3","dex"
"goldfish","motorcycle",1,"t2","goldfish",0,"s1321",196,"0/3","pif"
"horse","bicycle",1,"t2","horse",0,"s1321",196,"0/3","moke"
"bear","train",0,"t1","train",0,"s1321",196,"0/3","thite"
"mouse","van",0,"t1","van",0,"s1322",392,"semantic.baseline","pif"
"bear","boat",0,"t1","boat",0,"s1322",392,"semantic.baseline","wug"
"goldfish","motorcycle",1,"t2","motorcycle",1,"s1322",392,"semantic.baseline","moke"
"horse","bicycle",1,"t1","bicycle",0,"s1322",392,"semantic.baseline","jiv"
"rabbit","plane",1,"t2","rabbit",0,"s1322",392,"semantic.baseline","dex"
"sheep","train",0,"t2","train",1,"s1322",392,"semantic.baseline","thite"
"horse","van",0,"t1","van",0,"s1323",196,"syllables","moke"
"mouse","bicycle",0,"t2","bicycle",1,"s1323",196,"syllables","dex"
"sheep","train",1,"t1","sheep",1,"s1323",196,"syllables","wug"
"bear","boat",1,"t1","bear",1,"s1323",196,"syllables","pif"
"rabbit","plane",1,"t2","rabbit",0,"s1323",196,"syllables","jeev"
"goldfish","motorcycle",0,"t2","goldfish",0,"s1323",196,"syllables","thite"
"rabbit","motorcycle",0,"t1","rabbit",1,"s1324",196,"syllables","pif"
"goldfish","train",1,"t1","train",0,"s1324",196,"syllables","wug"
"sheep","boat",1,"t1","boat",0,"s1324",196,"syllables","moke"
"bear","plane",1,"t2","bear",0,"s1324",196,"syllables","jeev"
"horse","bicycle",0,"t2","horse",0,"s1324",196,"syllables","dex"
"mouse","van",0,"t2","van",1,"s1324",196,"syllables","thite"
"bear","motorcycle",0,"t1","bear",1,"s1325",196,"semantic.baseline","pif"
"mouse","bicycle",1,"t2","mouse",0,"s1325",196,"semantic.baseline","moke"
"horse","plane",1,"t2","horse",0,"s1325",196,"semantic.baseline","dex"
"sheep","train",0,"t1",NA,NA,"s1325",196,"semantic.baseline","jiv"
"rabbit","boat",0,"t1","rabbit",1,"s1325",196,"semantic.baseline","thite"
"goldfish","van",1,"t2","goldfish",0,"s1325",196,"semantic.baseline","wug"
"mouse","motorcycle",1,"t2","motorcycle",1,"s1326",392,"3/3","moke"
"bear","boat",0,"t1","bear",1,"s1326",392,"3/3","dex"
"horse","van",1,"t2","van",1,"s1326",392,"3/3","jiv"
"rabbit","plane",0,"t1","rabbit",1,"s1326",392,"3/3","thite"
"goldfish","train",0,"t2","train",1,"s1326",392,"3/3","wug"
"sheep","bicycle",1,"t1","sheep",1,"s1326",392,"3/3","pif"
"bear","plane",1,"t1","bear",1,"s1327",392,"rime","wug"
"horse","van",0,"t1","horse",1,"s1327",392,"rime","jeev"
"goldfish","train",0,"t1","goldfish",1,"s1327",392,"rime","moke"
"sheep","bicycle",1,"t2","bicycle",1,"s1327",392,"rime","dex"
"mouse","boat",1,"t2","mouse",0,"s1327",392,"rime","thite"
"rabbit","motorcycle",0,"t2","rabbit",0,"s1327",392,"rime","pif"
"sheep","van",0,"t1","sheep",1,"s1328",196,"1/3","dex"
"goldfish","boat",0,"t1","goldfish",1,"s1328",196,"1/3","moke"
"horse","bicycle",0,"t2","bicycle",1,"s1328",196,"1/3","jiv"
"rabbit","train",1,"t2","train",1,"s1328",196,"1/3","thite"
"bear","plane",1,"t1","bear",1,"s1328",196,"1/3","pif"
"mouse","motorcycle",1,"t2","motorcycle",1,"s1328",196,"1/3","wug"
"sheep","train",0,"t1","train",0,"s1329",196,"2/3","dex"
"rabbit","van",0,"t1","rabbit",1,"s1329",196,"2/3","pif"
"goldfish","plane",1,"t2","plane",1,"s1329",196,"2/3","jiv"
"bear","boat",0,"t1","bear",1,"s1329",196,"2/3","moke"
"mouse","motorcycle",1,"t2","motorcycle",1,"s1329",196,"2/3","thite"
"horse","bicycle",1,"t2","horse",0,"s1329",196,"2/3","wug"
"sheep","motorcycle",1,"t1","sheep",1,"s1330",56,"3/3","thite"
"horse","boat",1,"t1","horse",1,"s1330",56,"3/3","moke"
"bear","bicycle",0,"t1","bear",1,"s1330",56,"3/3","wug"
"rabbit","van",1,"t2","van",1,"s1330",56,"3/3","jiv"
"goldfish","plane",0,"t2","plane",1,"s1330",56,"3/3","dex"
"mouse","train",0,"t2","train",1,"s1330",56,"3/3","pif"
"horse","bicycle",0,"t2","bicycle",1,"s1331",392,"nonce.connective","wug"
"sheep","van",0,"t1","van",0,"s1331",392,"nonce.connective","moke"
"bear","boat",1,"t1","bear",1,"s1331",392,"nonce.connective","jeev"
"rabbit","motorcycle",1,"t2","rabbit",0,"s1331",392,"nonce.connective","thite"
"goldfish","train",1,"t1","goldfish",1,"s1331",392,"nonce.connective","dex"
"mouse","plane",0,"t2","plane",1,"s1331",392,"nonce.connective","pif"
"goldfish","motorcycle",1,"t1","motorcycle",0,"s1332",392,"syllables","moke"
"bear","plane",1,"t1","bear",1,"s1332",392,"syllables","wug"
"mouse","bicycle",0,"t2","bicycle",1,"s1332",392,"syllables","jeev"
"sheep","van",0,"t1","van",0,"s1332",392,"syllables","pif"
"rabbit","train",0,"t2","train",1,"s1332",392,"syllables","dex"
"horse","boat",1,"t2","horse",0,"s1332",392,"syllables","thite"
"horse","boat",1,"t2","boat",1,"s1333",196,"0/3","wug"
"mouse","bicycle",1,"t1","mouse",1,"s1333",196,"0/3","pif"
"bear","van",1,"t1","bear",1,"s1333",196,"0/3","jeev"
"sheep","train",0,"t1","sheep",1,"s1333",196,"0/3","moke"
"rabbit","plane",0,"t2","plane",1,"s1333",196,"0/3","thite"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s1333",196,"0/3","dex"
"sheep","bicycle",1,"t2","bicycle",1,"s1334",196,"0/3","jiv"
"horse","plane",0,"t1","plane",0,"s1334",196,"0/3","wug"
"bear","motorcycle",1,"t1","bear",1,"s1334",196,"0/3","dex"
"mouse","train",1,"t2","mouse",0,"s1334",196,"0/3","pif"
"rabbit","van",0,"t2","van",1,"s1334",196,"0/3","moke"
"goldfish","boat",0,"t1","goldfish",1,"s1334",196,"0/3","thite"
"horse","train",1,"t2","horse",0,"s1335",392,"0/3","jiv"
"mouse","motorcycle",1,"t2","mouse",0,"s1335",392,"0/3","pif"
"rabbit","boat",1,"t1","boat",0,"s1335",392,"0/3","thite"
"bear","van",0,"t2","bear",0,"s1335",392,"0/3","dex"
"sheep","plane",0,"t1","plane",0,"s1335",392,"0/3","wug"
"goldfish","bicycle",0,"t1","bicycle",0,"s1335",392,"0/3","moke"
"rabbit","van",1,"t1","van",0,"s1336",126,"2/3","wug"
"bear","boat",0,"t1","bear",1,"s1336",126,"2/3","thite"
"horse","plane",0,"t1","horse",1,"s1336",126,"2/3","jiv"
"mouse","train",1,"t2","train",1,"s1336",126,"2/3","dex"
"goldfish","bicycle",0,"t2","bicycle",1,"s1336",126,"2/3","moke"
"sheep","motorcycle",1,"t2","sheep",0,"s1336",126,"2/3","pif"
"bear","van",1,"t2","van",1,"s1337",56,"syllables","thite"
"goldfish","boat",0,"t2","boat",1,"s1337",56,"syllables","moke"
"horse","train",1,"t1","horse",1,"s1337",56,"syllables","pif"
"rabbit","bicycle",1,"t1","rabbit",1,"s1337",56,"syllables","wug"
"mouse","motorcycle",0,"t2","motorcycle",1,"s1337",56,"syllables","dex"
"sheep","plane",0,"t1","plane",0,"s1337",56,"syllables","jeev"
"mouse","van",0,"t2","van",1,"s1338",196,"3/3","moke"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1338",196,"3/3","pif"
"sheep","bicycle",1,"t2","bicycle",1,"s1338",196,"3/3","jeev"
"goldfish","train",1,"t1","goldfish",1,"s1338",196,"3/3","thite"
"horse","boat",0,"t1","horse",1,"s1338",196,"3/3","wug"
"bear","plane",1,"t1","bear",1,"s1338",196,"3/3","dex"
"bear","motorcycle",0,"t2","bear",0,"s1339",196,"syllables","pif"
"sheep","bicycle",1,"t1","sheep",1,"s1339",196,"syllables","moke"
"mouse","van",0,"t2","mouse",0,"s1339",196,"syllables","dex"
"horse","plane",0,"t1","horse",1,"s1339",196,"syllables","wug"
"goldfish","boat",1,"t1","goldfish",1,"s1339",196,"syllables","jeev"
"rabbit","train",1,"t2","rabbit",0,"s1339",196,"syllables","thite"
"goldfish","motorcycle",0,"t2","goldfish",0,"s1340",56,"onset","jiv"
"sheep","plane",0,"t2","sheep",0,"s1340",56,"onset","pif"
"rabbit","bicycle",1,"t1","bicycle",0,"s1340",56,"onset","wug"
"mouse","train",1,"t1","train",0,"s1340",56,"onset","moke"
"bear","van",0,"t2","bear",0,"s1340",56,"onset","dex"
"horse","boat",1,"t1","boat",0,"s1340",56,"onset","thite"
"goldfish","boat",1,"t2","goldfish",0,"s1341",196,"3/3","moke"
"mouse","plane",1,"t1","mouse",1,"s1341",196,"3/3","wug"
"bear","motorcycle",0,"t1","bear",1,"s1341",196,"3/3","pif"
"horse","bicycle",0,"t2","bicycle",1,"s1341",196,"3/3","jiv"
"sheep","train",1,"t2","train",1,"s1341",196,"3/3","thite"
"rabbit","van",0,"t1","rabbit",1,"s1341",196,"3/3","dex"
"sheep","plane",0,"t2","sheep",0,"s1342",196,"onset","moke"
"rabbit","motorcycle",0,"t1","rabbit",1,"s1342",196,"onset","pif"
"horse","bicycle",0,"t2","bicycle",1,"s1342",196,"onset","thite"
"goldfish","van",1,"t2","van",1,"s1342",196,"onset","dex"
"mouse","boat",1,"t1","mouse",1,"s1342",196,"onset","wug"
"bear","train",1,"t1","train",0,"s1342",196,"onset","jiv"
"mouse","van",0,"t1","mouse",1,"s1343",56,"2/3","pif"
"rabbit","plane",1,"t1","rabbit",1,"s1343",56,"2/3","jiv"
"sheep","boat",0,"t2","boat",1,"s1343",56,"2/3","wug"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s1343",56,"2/3","dex"
"horse","train",1,"t1","train",0,"s1343",56,"2/3","moke"
"bear","bicycle",1,"t2","bicycle",1,"s1343",56,"2/3","thite"
"bear","bicycle",0,"t1","bear",1,"s1344",126,"2/3","thite"
"mouse","motorcycle",1,"t1","mouse",1,"s1344",126,"2/3","moke"
"horse","van",1,"t2","van",1,"s1344",126,"2/3","pif"
"sheep","train",1,"t1","sheep",1,"s1344",126,"2/3","dex"
"rabbit","plane",0,"t2","rabbit",0,"s1344",126,"2/3","wug"
"goldfish","boat",0,"t2","boat",1,"s1344",126,"2/3","jiv"
"horse","bicycle",1,"t1","horse",1,"s1345",196,"rime","moke"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1345",196,"rime","pif"
"bear","boat",0,"t2","boat",1,"s1345",196,"rime","dex"
"rabbit","train",0,"t2","train",1,"s1345",196,"rime","thite"
"sheep","plane",0,"t1","sheep",1,"s1345",196,"rime","jeev"
"mouse","van",1,"t2","mouse",0,"s1345",196,"rime","wug"
"goldfish","plane",1,"t1","goldfish",1,"s1346",126,"nonce.connective","wug"
"bear","van",1,"t2","van",1,"s1346",126,"nonce.connective","jeev"
"sheep","motorcycle",0,"t2","motorcycle",1,"s1346",126,"nonce.connective","thite"
"rabbit","bicycle",0,"t2","bicycle",1,"s1346",126,"nonce.connective","moke"
"mouse","boat",0,"t1","mouse",1,"s1346",126,"nonce.connective","pif"
"horse","train",1,"t1","horse",1,"s1346",126,"nonce.connective","dex"
"rabbit","plane",0,"t1","rabbit",1,"s1347",56,"3/3","moke"
"mouse","van",0,"t2","van",1,"s1347",56,"3/3","jeev"
"horse","bicycle",1,"t1","horse",1,"s1347",56,"3/3","wug"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1347",56,"3/3","dex"
"sheep","boat",1,"t2","boat",1,"s1347",56,"3/3","pif"
"bear","train",0,"t2","bear",0,"s1347",56,"3/3","thite"
"bear","bicycle",0,"t1","bear",1,"s1348",392,"3/3","thite"
"horse","plane",1,"t2","plane",1,"s1348",392,"3/3","jiv"
"goldfish","van",0,"t1","goldfish",1,"s1348",392,"3/3","pif"
"mouse","train",0,"t1","mouse",1,"s1348",392,"3/3","moke"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s1348",392,"3/3","dex"
"sheep","boat",1,"t2","boat",1,"s1348",392,"3/3","wug"
"sheep","motorcycle",0,"t1","sheep",1,"s1349",56,"2/3","dex"
"rabbit","train",1,"t1","rabbit",1,"s1349",56,"2/3","jiv"
"goldfish","boat",0,"t1","goldfish",1,"s1349",56,"2/3","moke"
"mouse","plane",1,"t2","mouse",0,"s1349",56,"2/3","thite"
"horse","van",0,"t2","van",1,"s1349",56,"2/3","pif"
"bear","bicycle",1,"t2","bicycle",1,"s1349",56,"2/3","wug"
"bear","boat",0,"t1","boat",0,"s1350",126,"rime","dex"
"goldfish","train",1,"t2","goldfish",0,"s1350",126,"rime","jeev"
"sheep","plane",0,"t2","plane",1,"s1350",126,"rime","pif"
"mouse","van",0,"t1","mouse",1,"s1350",126,"rime","moke"
"rabbit","motorcycle",1,"t2","rabbit",0,"s1350",126,"rime","thite"
"horse","bicycle",1,"t1","horse",1,"s1350",126,"rime","wug"
"goldfish","train",1,"t1","train",0,"s1351",126,"1/3","thite"
"bear","plane",0,"t2","plane",1,"s1351",126,"1/3","dex"
"horse","boat",0,"t1","boat",0,"s1351",126,"1/3","jiv"
"mouse","motorcycle",1,"t2","mouse",0,"s1351",126,"1/3","wug"
"sheep","bicycle",0,"t1","bicycle",0,"s1351",126,"1/3","moke"
"rabbit","van",1,"t2","van",1,"s1351",126,"1/3","pif"
"goldfish","train",1,"t1","goldfish",1,"s1352",196,"2/3","jiv"
"mouse","motorcycle",0,"t1","mouse",1,"s1352",196,"2/3","thite"
"sheep","van",0,"t2","van",1,"s1352",196,"2/3","moke"
"bear","bicycle",1,"t2","bicycle",1,"s1352",196,"2/3","dex"
"rabbit","plane",0,"t2","plane",1,"s1352",196,"2/3","wug"
"horse","boat",1,"t1","horse",1,"s1352",196,"2/3","pif"
"sheep","motorcycle",1,"t2","motorcycle",1,"s1353",196,"0/3","wug"
"goldfish","boat",1,"t2","boat",1,"s1353",196,"0/3","pif"
"rabbit","train",0,"t1","rabbit",1,"s1353",196,"0/3","moke"
"mouse","plane",1,"t1","plane",0,"s1353",196,"0/3","jiv"
"horse","bicycle",0,"t2","bicycle",1,"s1353",196,"0/3","dex"
"bear","van",0,"t1","bear",1,"s1353",196,"0/3","thite"
"bear","boat",0,"t2","boat",1,"s1354",392,"onset","jiv"
"rabbit","bicycle",1,"t1","rabbit",1,"s1354",392,"onset","wug"
"mouse","plane",1,"t2","mouse",0,"s1354",392,"onset","moke"
"sheep","van",0,"t1","van",0,"s1354",392,"onset","thite"
"goldfish","motorcycle",1,"t2","motorcycle",1,"s1354",392,"onset","dex"
"horse","train",0,"t1","horse",1,"s1354",392,"onset","pif"
"sheep","bicycle",0,"t1","bicycle",0,"s1355",392,"nonce.connective","wug"
"horse","motorcycle",0,"t2","motorcycle",1,"s1355",392,"nonce.connective","thite"
"mouse","boat",0,"t1","mouse",1,"s1355",392,"nonce.connective","dex"
"bear","van",1,"t1","van",0,"s1355",392,"nonce.connective","jeev"
"rabbit","plane",1,"t2","rabbit",0,"s1355",392,"nonce.connective","moke"
"goldfish","train",1,"t2","train",1,"s1355",392,"nonce.connective","pif"
"mouse","boat",0,"t2","mouse",0,"s1356",392,"rime","thite"
"bear","bicycle",0,"t2","bicycle",1,"s1356",392,"rime","pif"
"horse","train",0,"t1","horse",1,"s1356",392,"rime","dex"
"sheep","plane",1,"t2","plane",1,"s1356",392,"rime","jeev"
"rabbit","van",1,"t1","van",0,"s1356",392,"rime","moke"
"goldfish","motorcycle",1,"t1","motorcycle",0,"s1356",392,"rime","wug"
"rabbit","bicycle",1,"t2","rabbit",0,"s1357",126,"0/3","wug"
"bear","plane",0,"t2","plane",1,"s1357",126,"0/3","jiv"
"sheep","motorcycle",0,"t1","motorcycle",0,"s1357",126,"0/3","dex"
"horse","train",1,"t1","horse",1,"s1357",126,"0/3","pif"
"goldfish","boat",1,"t1","boat",0,"s1357",126,"0/3","thite"
"mouse","van",0,"t2","mouse",0,"s1357",126,"0/3","moke"
"bear","plane",0,"t2","plane",1,"s1358",196,"3/3","pif"
"mouse","train",1,"t1","train",0,"s1358",196,"3/3","wug"
"horse","bicycle",1,"t1","horse",1,"s1358",196,"3/3","moke"
"goldfish","van",0,"t2","van",1,"s1358",196,"3/3","dex"
"sheep","motorcycle",1,"t2","motorcycle",1,"s1358",196,"3/3","thite"
"rabbit","boat",0,"t1","rabbit",1,"s1358",196,"3/3","jeev"
"goldfish","bicycle",0,"t1","bicycle",0,"s1359",196,"syllables","wug"
"bear","boat",1,"t2","boat",1,"s1359",196,"syllables","jeev"
"horse","motorcycle",1,"t1","horse",1,"s1359",196,"syllables","thite"
"rabbit","train",1,"t2","train",1,"s1359",196,"syllables","dex"
"sheep","plane",0,"t1","sheep",1,"s1359",196,"syllables","pif"
"mouse","van",0,"t2","van",1,"s1359",196,"syllables","moke"
"bear","bicycle",0,"t2","bicycle",1,"s1360",56,"onset","jiv"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s1360",56,"onset","dex"
"sheep","van",0,"t1","sheep",1,"s1360",56,"onset","pif"
"mouse","train",1,"t1","train",0,"s1360",56,"onset","thite"
"goldfish","plane",1,"t2","goldfish",0,"s1360",56,"onset","moke"
"horse","boat",0,"t1","boat",0,"s1360",56,"onset","wug"
"goldfish","train",0,"t1","goldfish",1,"s1361",196,"syllables","thite"
"mouse","van",1,"t1","mouse",1,"s1361",196,"syllables","dex"
"bear","motorcycle",1,"t1","motorcycle",0,"s1361",196,"syllables","moke"
"sheep","bicycle",0,"t2","sheep",0,"s1361",196,"syllables","pif"
"rabbit","plane",1,"t2","plane",1,"s1361",196,"syllables","wug"
"horse","boat",0,"t2","boat",1,"s1361",196,"syllables","jeev"
"mouse","motorcycle",0,"t2","mouse",0,"s1362",56,"onset","wug"
"bear","bicycle",1,"t2","bicycle",1,"s1362",56,"onset","thite"
"horse","van",0,"t1","horse",1,"s1362",56,"onset","dex"
"goldfish","plane",1,"t1","goldfish",1,"s1362",56,"onset","moke"
"sheep","boat",0,"t2","boat",1,"s1362",56,"onset","pif"
"rabbit","train",1,"t1","train",0,"s1362",56,"onset","jiv"
"goldfish","boat",1,"t1","boat",0,"s1363",56,"semantic.baseline","moke"
"bear","train",1,"t2","train",1,"s1363",56,"semantic.baseline","thite"
"rabbit","bicycle",0,"t1","bicycle",0,"s1363",56,"semantic.baseline","jiv"
"sheep","plane",0,"t2","plane",1,"s1363",56,"semantic.baseline","wug"
"horse","van",1,"t1","horse",1,"s1363",56,"semantic.baseline","pif"
"mouse","motorcycle",0,"t2","mouse",0,"s1363",56,"semantic.baseline","dex"
"mouse","van",1,"t2","mouse",0,"s1364",392,"3/3","jiv"
"horse","boat",1,"t2","horse",0,"s1364",392,"3/3","thite"
"rabbit","motorcycle",0,"t2","rabbit",0,"s1364",392,"3/3","pif"
"bear","train",0,"t1","bear",1,"s1364",392,"3/3","moke"
"goldfish","plane",0,"t1","plane",0,"s1364",392,"3/3","dex"
"sheep","bicycle",1,"t1","sheep",1,"s1364",392,"3/3","wug"
"bear","bicycle",1,"t1","bicycle",0,"s1365",126,"3/3","pif"
"sheep","motorcycle",1,"t2","sheep",0,"s1365",126,"3/3","dex"
"horse","van",0,"t2","van",1,"s1365",126,"3/3","moke"
"mouse","boat",0,"t2","mouse",0,"s1365",126,"3/3","jiv"
"goldfish","plane",1,"t1","goldfish",1,"s1365",126,"3/3","thite"
"rabbit","train",0,"t1","rabbit",1,"s1365",126,"3/3","wug"
"horse","van",0,"t1","horse",1,"s1366",196,"3/3","dex"
"mouse","plane",1,"t1","mouse",1,"s1366",196,"3/3","wug"
"sheep","boat",1,"t2","boat",1,"s1366",196,"3/3","thite"
"bear","motorcycle",0,"t2","motorcycle",1,"s1366",196,"3/3","jeev"
"rabbit","train",1,"t2","train",1,"s1366",196,"3/3","pif"
"goldfish","bicycle",0,"t1","goldfish",1,"s1366",196,"3/3","moke"
"sheep","bicycle",1,"t1","sheep",1,"s1367",196,"3/3","thite"
"bear","plane",0,"t1","bear",1,"s1367",196,"3/3","jeev"
"horse","motorcycle",1,"t1","horse",1,"s1367",196,"3/3","wug"
"goldfish","train",0,"t2","goldfish",0,"s1367",196,"3/3","moke"
"rabbit","boat",0,"t2","boat",1,"s1367",196,"3/3","dex"
"mouse","van",1,"t2","mouse",0,"s1367",196,"3/3","pif"
"horse","motorcycle",0,"t2","motorcycle",1,"s1368",56,"3/3","dex"
"mouse","train",0,"t1","train",0,"s1368",56,"3/3","thite"
"sheep","boat",0,"t2","boat",1,"s1368",56,"3/3","moke"
"bear","bicycle",1,"t1","bear",1,"s1368",56,"3/3","wug"
"rabbit","van",1,"t1","rabbit",1,"s1368",56,"3/3","pif"
"goldfish","plane",1,"t2","plane",1,"s1368",56,"3/3","jiv"
"bear","boat",1,"t1","boat",0,"s1369",392,"rime","jeev"
"sheep","train",1,"t1","sheep",1,"s1369",392,"rime","moke"
"horse","bicycle",0,"t1","horse",1,"s1369",392,"rime","thite"
"mouse","van",0,"t2","mouse",0,"s1369",392,"rime","wug"
"goldfish","plane",1,"t2","goldfish",0,"s1369",392,"rime","pif"
"rabbit","motorcycle",0,"t2","rabbit",0,"s1369",392,"rime","dex"
"sheep","train",0,"t2","sheep",0,"s1370",56,"nonce.connective","wug"
"bear","bicycle",0,"t2","bear",0,"s1370",56,"nonce.connective","pif"
"horse","plane",0,"t1","horse",1,"s1370",56,"nonce.connective","dex"
"rabbit","motorcycle",1,"t1","rabbit",1,"s1370",56,"nonce.connective","moke"
"goldfish","boat",1,"t2","goldfish",0,"s1370",56,"nonce.connective","thite"
"mouse","van",1,"t1","mouse",1,"s1370",56,"nonce.connective","jeev"
"horse","bicycle",0,"t2","bicycle",1,"s1371",56,"rime","thite"
"mouse","plane",0,"t1","mouse",1,"s1371",56,"rime","pif"
"bear","van",1,"t2","bear",0,"s1371",56,"rime","wug"
"sheep","motorcycle",0,"t1","motorcycle",0,"s1371",56,"rime","dex"
"rabbit","boat",1,"t2","boat",1,"s1371",56,"rime","jeev"
"goldfish","train",1,"t1","train",0,"s1371",56,"rime","moke"
"rabbit","plane",0,"t1","rabbit",1,"s1372",126,"rime","moke"
"mouse","van",0,"t2","van",1,"s1372",126,"rime","pif"
"sheep","boat",1,"t2","boat",1,"s1372",126,"rime","dex"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1372",126,"rime","thite"
"bear","bicycle",0,"t2","bicycle",1,"s1372",126,"rime","jeev"
"horse","train",1,"t1","horse",1,"s1372",126,"rime","wug"
"goldfish","bicycle",0,"t2","bicycle",1,"s1373",126,"2/3","dex"
"sheep","plane",0,"t2","plane",1,"s1373",126,"2/3","jiv"
"rabbit","boat",1,"t1","boat",0,"s1373",126,"2/3","moke"
"bear","motorcycle",1,"t1","motorcycle",0,"s1373",126,"2/3","thite"
"mouse","van",0,"t1","mouse",1,"s1373",126,"2/3","wug"
"horse","train",1,"t2","train",1,"s1373",126,"2/3","pif"
"bear","plane",1,"t2","bear",0,"s1374",196,"semantic.baseline","pif"
"mouse","boat",0,"t1",NA,NA,"s1374",196,"semantic.baseline","moke"
"horse","train",0,"t2","horse",0,"s1374",196,"semantic.baseline","jiv"
"sheep","motorcycle",1,"t2","sheep",0,"s1374",196,"semantic.baseline","thite"
"rabbit","bicycle",1,"t1","rabbit",1,"s1374",196,"semantic.baseline","wug"
"goldfish","van",0,"t1","goldfish",1,"s1374",196,"semantic.baseline","dex"
"bear","bicycle",1,"t1","bicycle",0,"s1375",126,"rime","dex"
"sheep","van",0,"t1","van",0,"s1375",126,"rime","pif"
"horse","train",1,"t2","horse",0,"s1375",126,"rime","jeev"
"goldfish","boat",1,"t2","goldfish",0,"s1375",126,"rime","thite"
"rabbit","motorcycle",0,"t2","rabbit",0,"s1375",126,"rime","wug"
"mouse","plane",0,"t1","mouse",1,"s1375",126,"rime","moke"
"bear","bicycle",1,"t1","bear",1,"s1376",126,"2/3","thite"
"goldfish","van",0,"t1","goldfish",1,"s1376",126,"2/3","pif"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1376",126,"2/3","wug"
"mouse","train",1,"t1","mouse",1,"s1376",126,"2/3","dex"
"horse","boat",0,"t2","boat",1,"s1376",126,"2/3","moke"
"sheep","plane",1,"t2","plane",1,"s1376",126,"2/3","jiv"
"mouse","plane",0,"t1","mouse",1,"s1377",196,"syllables","pif"
"horse","train",0,"t1","horse",1,"s1377",196,"syllables","jeev"
"goldfish","van",0,"t1","van",0,"s1377",196,"syllables","dex"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s1377",196,"syllables","thite"
"sheep","boat",1,"t2","sheep",0,"s1377",196,"syllables","wug"
"bear","bicycle",1,"t2","bear",0,"s1377",196,"syllables","moke"
"mouse","van",1,"t1","mouse",1,"s1378",196,"syllables","wug"
"bear","plane",0,"t1","bear",1,"s1378",196,"syllables","pif"
"rabbit","boat",1,"t1","rabbit",1,"s1378",196,"syllables","moke"
"sheep","train",1,"t2","train",1,"s1378",196,"syllables","dex"
"goldfish","bicycle",0,"t2","bicycle",1,"s1378",196,"syllables","jeev"
"horse","motorcycle",0,"t2","motorcycle",1,"s1378",196,"syllables","thite"
"horse","bicycle",1,"t1","horse",1,"s1379",56,"0/3","pif"
"mouse","train",0,"t1","mouse",1,"s1379",56,"0/3","dex"
"goldfish","motorcycle",0,"t1","goldfish",1,"s1379",56,"0/3","moke"
"rabbit","boat",1,"t2","boat",1,"s1379",56,"0/3","wug"
"bear","van",0,"t2","van",1,"s1379",56,"0/3","jeev"
"sheep","plane",1,"t2","plane",1,"s1379",56,"0/3","thite"
"mouse","boat",0,"t1","mouse",1,"s1380",126,"nonce.connective","pif"
"sheep","bicycle",1,"t2","bicycle",1,"s1380",126,"nonce.connective","jeev"
"horse","motorcycle",0,"t2","motorcycle",1,"s1380",126,"nonce.connective","dex"
"goldfish","train",0,"t1","goldfish",1,"s1380",126,"nonce.connective","wug"
"bear","van",1,"t1","bear",1,"s1380",126,"nonce.connective","moke"
"rabbit","plane",1,"t2","plane",1,"s1380",126,"nonce.connective","thite"
"horse","train",0,"t1","train",0,"s1381",392,"semantic.baseline","wug"
"mouse","boat",0,"t1","boat",0,"s1381",392,"semantic.baseline","dex"
"sheep","plane",1,"t2","sheep",0,"s1381",392,"semantic.baseline","jiv"
"rabbit","van",1,"t2","van",1,"s1381",392,"semantic.baseline","pif"
"bear","bicycle",0,"t2","bear",0,"s1381",392,"semantic.baseline","thite"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1381",392,"semantic.baseline","moke"
"horse","train",1,"t1","horse",1,"s1382",56,"onset","jiv"
"goldfish","bicycle",0,"t2","goldfish",0,"s1382",56,"onset","thite"
"sheep","plane",0,"t1","sheep",1,"s1382",56,"onset","dex"
